title,file_name,file_link
BANK INDONESIA REGULATION NO. 10/34/PBI/2008 - PURCHASE TRANSACTION OF EXPORT USANCE BILLS OF EXCHANGE,Bank Indonesia Regulation No. 10/34/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/c98285d615ca400182a7bbebb6cdfcc4PBI_103408.pdf
CIRCULAR LETTER NUMBER 10/42/DPD - BUYING FOREIGN EXCHANGE AGAINST RUPIAH TO BANK,Circular Letter Number 10/42/DPD,https://www.bi.go.id/en/publikasi/peraturan/Documents/9f3a271573ba4715a7b5b9d185b82c54se_104208.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/41/DPM - CHANGE OF NAME OF GOVERNMENT ACCOUNT NUMBER 500.000003 AND NUMBER 502.000001,Bank Indonesia Circular Letter Number 10/41/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/85f1fa3db9be4bceb565e82f64d62254se_104108.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/41/DPM - CHANGE OF NAME OF GOVERNMENT ACCOUNT NUMBER 500.000003 AND NUMBER 502.000001,FAQ - Bank Indonesia Circular Letter Number 10/41/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/624fe106f00e45ec899effb1bc2c7bb3faq_se_104108.pdf
"BANK INDONESIA REGULATION NUMBER : 10/33/PBI/2008 CONCERNING REVOCATION AND WITHDRAWAL FROM CIRCULATION OF THE YEAR 1998 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION, THE YEAR 1998 ISSUE OF BANKNOTES IN THE 20,000 (TWENTY THOUSAND)","Bank Indonesia Regulation Number : 10/33/PBI/2008 Concerning Revocation And Withdrawal From Circulation Of The Year 1998 Issue Of Banknotes In The 10,000 (Ten Thousand) Rupiah Denomination, The Year 1998 Issue Of Banknotes In The 20,000 (Twenty Thousand) Rupiah Denomination, The Year 1999 Issue Of Banknotes In The 50,000 (Fifty Thousand) Rupiah Denomination, And The Year 1999 Issue Of Banknotes In The 100,000 (One Hundred Thousand) Rupiah Denomonation",https://www.bi.go.id/en/publikasi/peraturan/Documents/c85f13b5264b49e7adfca6a4a82e62a1PBI1033PBI2008RevocationRp10000Rp20000Rp50000.pdf
BANK INDONESIA REGULATION NO.10/32/PBI/2008 - SHARIA BANKING COMMITTEE,Bank Indonesia Regulation Number: 10/32/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/b0f587a9bf93429d98872b65a0970d08pbi_103208.pdf
BANK INDONESIA REGULATION NO.10/31/PBI/2008 - CONCERNING EMERGENCY LIQUIDITY ASSISTANCE FOR COMMERCIAL BANKS,Bank Indonesia Regulation No.10/31/PBI/2008 - Concerning Emergency Liquidity Assistance for Commercial Banks,https://www.bi.go.id/en/publikasi/peraturan/Documents/2d455fbbba4b4c11878075dd8966936cPBI10312008ENG.pdf
"CIRCULAR LETTER NUMBER 10/40/DPM - AMENDMENT TO CIRCULAR LETTER NUMBER 10/16/DPM DATED MARCH 31, 2008, CONCERNING PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION",Circular Letter Number 10/40/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/21de85d809b241d0a6c926c7eab7cc91se_104008.pdf
"CIRCULAR LETTER NUMBER 10/40/DPM - AMENDMENT TO CIRCULAR LETTER NUMBER 10/16/DPM DATED MARCH 31, 2008, CONCERNING PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION",FAQ - Circular Letter Number 10/40/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/318f8ca8774f4183bef76d5634664ccffaq_se_104008.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/38/DPM - THE INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANKS,Circular Letter of Bank Indonesia Number 10/38/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/3552e546a5384b5ab14fee6dc972d1f8se_103808.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/38/DPM - THE INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANKS,appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/632ae456ccea43e6912230f0cd29019eappendix_se_103808.zip
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/38/DPM - THE INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANKS,FAQ - Circular Letter of Bank Indonesia Number 10/38/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/429bdfa3bf4a4b88b4968dbb71423829faq_se_103808.pdf
BANK INDONESIA REGULATION (PBI) NUMBER 10/29/BI/2008 - INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANK,Bank Indonesia Regulation (PBI) Number 10/29/BI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/fd25be3a68024aec86aa76154a5764ebpbi_102908.pdf
BANK INDONESIA REGULATION (PBI) NUMBER 10/29/BI/2008 - INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANK,FAQ - Bank Indonesia Regulation (PBI) Number 10/29/BI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/0006b1aa02ac414eb12694026e7552b7faq_pbi_102908.pdf
BANK INDONESIA REGULATION NO.10/30/PBI/2008 - CONCERNING CHANGE ON BANK OF INDONESIA REGULATION NO.10/26/PBI/2008 CONCERNING SHORT-TERM FINANCING FACILITY FOR COMMERCIAL BANKS,Bank Indonesia Regulation No.10/30/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/765a0c62ba9146e594610d8c3ae72488PBI10302008ENG2.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/37/DPM - GOVERNMENT BOND REVERSE REPO TRANSACTIONS WITH BANK INDONESIA IN OPEN MARKET OPERATIONS,Bank Indonesia Circular Letter Number 10/37/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/09d925d7acb44be6a8652020e9074eedse_103708.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/37/DPM - GOVERNMENT BOND REVERSE REPO TRANSACTIONS WITH BANK INDONESIA IN OPEN MARKET OPERATIONS,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/bd8c3007e88247f68c48975663ad4411appendix_se_103708.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/37/DPM - GOVERNMENT BOND REVERSE REPO TRANSACTIONS WITH BANK INDONESIA IN OPEN MARKET OPERATIONS,FAQ - Bank Indonesia Circular Letter Number 10/37/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/3b606f516be8442b90cf89f68d4e6592faq_se_103708.pdf
BANK INDONESIA REGULATION NO. 10/ 28 /PBI/2008 - THE PURCHASE OF FOREIGN CURRENCY AGAINST RUPIAH THROUGH BANKS,Bank Indonesia Regulation No. 10/ 28 /PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/e56cd29cc34e4cf4bff96c33780229cepbi_102808r.pdf
BANK INDONESIA REGULATION NO.10/27/PBI/2008 - CONCERNING SECOND AMENDMENT TO BANK INDONESIA REGULATION NO.6/9/PBI/2004 REGARDING FOLLOW-UP TO THE SUPERVISION AND STIPULATION OF THE STATUS OF BANKS,Bank Indonesia Regulation No.10/27/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/f08fcf2cdf3543bb964a81a30023198fPBI10272008ENG.pdf
BANK INDONESIA REGULATION NO. 10/22/PBI/2008 - MEETING OF NEED OF FOREIGN EXCHANGE FOR DOMESTIC COPORATION THROUGH BANK,Bank Indonesia Regulation No. 10/22/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/a47db945ee3a4c8abedee858412e4e6ePBI_102208.pdf
BANK INDONESIA REGULATION NUMBER 10/21/PBI/2008 - FIFTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,Bank Indonesia Regulation Number 10/21/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/692837c783f4446eb2d9588e41ef5a09pbi_102108.pdf
BANK INDONESIA REGULATION NUMBER 10/21/PBI/2008 - FIFTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,FAQ - Bank Indonesia Regulation Number 10/21/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/273a14b8f5d647469e4953a05f8ec795faq_pbi_102108.pdf
CIRCULAR LETTER NUMBER 10/32/DINT - AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 9/1/DINT DATED 15 FEBRUARY 2007 CONCERNING BANK FOREIGN BORROWINGS,Circular Letter Number 10/32/DInt,https://www.bi.go.id/en/publikasi/peraturan/Documents/1103792b02fa424daec08a1137f594e4SE_103208.pdf
BANK INDONESIA REGULATION NO. 10/20/PBI/2008 - AMENDMENT TO BANK INDONESIA REGULATION NUMBER 7/1/PBI/2005 CONCERNING BANK FOREIGN BORROWINGS,Bank Indonesia Regulation No. 10/20/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/05e9803145cc478eb0e02363fcc1c26dPBI_102008.pdf
BANK INDONESIA REGULATION NUMBER 10/18/PBI/2008 CONCERNING RESTRUCTURING OF FINANCING FOR ISLAMIC BANKS AND ISLAMIC BUSINESS UNITS,Bank Indonesia Regulation No.10/18/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/fd3d2cd839d34dbf9352410f63563799PBINo10182008RestructuringofFinancingforBUSandUUS.pdf
BANK INDONESIA REGULATION NUMBER: 10/17/PBI/2008 - PRODUCT OF SHARIA BANK AND SHARIA BUSINESS UNIT,Bank Indonesia Regulation Number: 10/17/PBI/2009,https://www.bi.go.id/en/publikasi/peraturan/Documents/9a718e01e73841ec8a1258f65c6cca34pbi_101708.pdf
BANK INDONESIA REGULATION NO.10/15/PBI/2008 - REGARDING THE CAPITAL ADEQUACY RATIO FOR COMMERCIAL BANK,Bank Indonesia Regulation No.10/15/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/bf7f259de98f47dc8b60ecd91a69fbf6PBI10152008ENG.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/30/DPM - THIRD AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",Bank Indonesia Circular Letter Number 10/30/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/9d1be1fdc6af4740a136add708f3be1dse_103008.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/30/DPM - THIRD AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",FAQ - Bank Indonesia Circular Letter Number 10/30/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/8db7c66734a5432b9dd3ee84d90e3235faq_se_103008.pdf
BANK INDONESIA REGULATION NUMBER 10/14/PBI/2008 - FOURTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,Bank Indonesia Regulation No.10/14/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/8e78e93a50d44b67be2df39214b21443pbi_101408.pdf
BANK INDONESIA REGULATION NUMBER 10/14/PBI/2008 - FOURTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,FAQ - Bank Indonesia Regulation No. 10/14/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/bb6c4fbeb36e4295b210f144de899fcbfaq_pbi_101408.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/29/DPM - PROCEDURES OF APPLICATION, REPORTING, AND SUPERVISION ON SUB-REGISTRY",Bank Indonesia Circular Letter Number 10/29/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/9dc9e41f2dfa4489b2fa38e07a212cd7se_102908.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/29/DPM - PROCEDURES OF APPLICATION, REPORTING, AND SUPERVISION ON SUB-REGISTRY",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/6fe3502e505840bd931603cd4de466aaappendix_se_102908.zip
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/29/DPM - PROCEDURES OF APPLICATION, REPORTING, AND SUPERVISION ON SUB-REGISTRY",FAQ - Bank Indonesia Circular Letter Number 10/29/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/7198d8bf034845d0859ee1d2189c3530faq_se_102908.pdf
CIRCULAR LETTER NUMBER 10/28/DPM - SECOND AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 8/13/DPM DATED 1 MAY 2006 CONCERNING THE ISSUANCE OF BANK INDONESIA CERTIFICATE THROUGH AUCTION,Circular Letter Number 10/28/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/f405954d90294b488c6aed11495a47c6SE_102808.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/27/2008 - ADMINISTRATION PROCEDURES OF GOVERNMENT SHARIA SECURITIES (SBSN),Bank Indonesia Circular Letter Number 10/27/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/bd93bd9ddad04c41a224c7ae49690a1ase_102708.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/27/2008 - ADMINISTRATION PROCEDURES OF GOVERNMENT SHARIA SECURITIES (SBSN),FAQ - Bank Indonesia Circular Letter Number 10/27/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/16b20a7af8c14273922e99cce4ca7974faq_se_102708.pdf
BANK INDONESIA REGULATION NUMBER 10/13/PBI/2008 - GOVERNMENT SECURITIES AUCTION AND ADMINISTRATION,Bank Indonesia Regulation Number 10/13/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/f26a729d5702403ba6bdaf8baaa5ca07pbi_101308.pdf
BANK INDONESIA REGULATION NUMBER 10/13/PBI/2008 - GOVERNMENT SECURITIES AUCTION AND ADMINISTRATION,FAQ - Bank Indonesia Regulation Number 10/13/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/520e8b9404dc4ebeb57587c14eb2e073faq_pbi_101308.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/24/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/2/DPM DATED JANUARY 31, 2008, CONCERNING REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET",Bank Indonesia Circular Letter Number 10/24/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/6a6404d74cc6409597da2a6af05492fase_102408.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/24/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/2/DPM DATED JANUARY 31, 2008, CONCERNING REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/6a7a2fc9769e4892bb64fe9b4a20c8b1appendix_se_102408.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/24/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/2/DPM DATED JANUARY 31, 2008, CONCERNING REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET",FAQ - Bank Indonesia Circular Letter Number 10/24/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/e3612dcc6d714d6a92b18cf739e51407faq_se_102408.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/23/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",Bank Indonesia Circular Letter Number 10/23/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/98114c3ef3b046c8b73e0ffdc27c58a7se_102308.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/23/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/67a9460b2a5544c586953d44d80c3c9cappendix_se_102308.pdf
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/23/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",FAQ - Bank Indonesia Circular Letter Number 10/23/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/72523e1a3f874e3eb83b874c7652a9cffaq_se_102308.pdf
CIRCULAR LETTER NUMBER 10/22/DPM - SECOND AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 6/21/DPM DATED 26 APRIL 2004 CONCERNING THE PROCEDURE FOR PURCHASING AND/OR SELLING OF GOVERNMENT BONDS BY BANK INDONESIA IN SECONDARY MARKET IN OPEN MARKET OP,Circular Letter Number 10/22/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/5d4ce802b13846869091e6a4f880505eSE_102208.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/21/DPM - OPERATION OF THE BANK INDONESIA - SCRIPLESS SECURITIES SETTLEMENT SYSTEM,FAQ Circular Letter Number 10/21/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/c30821e36f264520a4a3ce160b2de361faq_se_102108.pdf
BANK INDONESIA CIRCULAR LETTER NUMBER 10/21/DPM - OPERATION OF THE BANK INDONESIA - SCRIPLESS SECURITIES SETTLEMENT SYSTEM,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/0ca4829dc78d4d43bae2e9b8d549ba31App_102108.zip
"BANK INDONESIA CIRCULAR LETTER NO. 10/18/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 9/4/DPM DATED MARCH 16, 2007, CONCERNING PROCEDURES OF GOVERNMENT BOND AUCTION IN THE PRIMARY MARKET AND GOVERNMENT BOND ADMINISTRATION",Bank Indonesia Circular Letter No. 10/18/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/d91d47567ffc4ac484ed40bd82408612se_101808.pdf
"BANK INDONESIA CIRCULAR LETTER NO. 10/18/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 9/4/DPM DATED MARCH 16, 2007, CONCERNING PROCEDURES OF GOVERNMENT BOND AUCTION IN THE PRIMARY MARKET AND GOVERNMENT BOND ADMINISTRATION",FAQ Circular Letter No. 10/18/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/5d181e6218a34bf79c087abe1ca16b3fFAQ_se_101808.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/17/DPM - PROCEDURES OF REPO BANK INDONESIA SHARIA CERTIFICATE TRANSACTION WITH BANK INDONESIA,Bank Indonesia Circular Letter No. 10/17/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/505fbc783f8643b487dbd490ae1a7cabse_101708.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/17/DPM - PROCEDURES OF REPO BANK INDONESIA SHARIA CERTIFICATE TRANSACTION WITH BANK INDONESIA,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/57c7e8cb87704332ad199b8c3118f9ecApp_se_101708.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/17/DPM - PROCEDURES OF REPO BANK INDONESIA SHARIA CERTIFICATE TRANSACTION WITH BANK INDONESIA,FAQ Circular Letter No. 10/17/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/19cacfc241494973ba455c653b37fd50faq_se_101708.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/16/DPM - PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION,Bank Indonesia Circular Letter No. 10/16/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/46156c917de443bd94782ce3f5a1fcd0se_101608.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/16/DPM - PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/9a606ede708a44988ef41f01c8c8953eappendix_se_101608.pdf
BANK INDONESIA CIRCULAR LETTER NO. 10/16/DPM - PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION,FAQ Circular Letter No. 10/16/DPM,https://www.bi.go.id/en/publikasi/peraturan/Documents/58a42ea1f3814119b04ad63baf2d3c3fFAQ_se_101608.pdf
BANK INDONESIA REGULATION NUMBER 10/11/PBI - BANK INDONESIA SHARIA CERTIFICATE,Bank Indonesia Regulation Number 10/11/PBI,https://www.bi.go.id/en/publikasi/peraturan/Documents/2969ac066d6e41939e150de6ea1889a4pbi_101108.pdf
BANK INDONESIA REGULATION NUMBER 10/11/PBI - BANK INDONESIA SHARIA CERTIFICATE,FAQ on Bank Indonesia Regulation No. 10/11/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/25568a14050348488ab7997987415a38faq_pbi_101108.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 10/12/DASP - CONCERNING USER FEES FOR THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM AND BANK INDONESIA NATIONAL CLEARING SYSTEM IN IMPLEMENTATION OF THE TREASURY SINGLE ACCOUNT.,Circular Letter No.10/12/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/68b4d30e9ac84eae8e74ac009ba42a1cCircularLetterNo1112DASP_EN2.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 10/12/DASP - CONCERNING USER FEES FOR THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM AND BANK INDONESIA NATIONAL CLEARING SYSTEM IN IMPLEMENTATION OF THE TREASURY SINGLE ACCOUNT.,Attachment,https://www.bi.go.id/en/publikasi/peraturan/Documents/65250a5e812a4dbb98dd2d03e0bf8f45AttchCircularLetterNo1112DASPl_EN2.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 10/12/DASP - CONCERNING USER FEES FOR THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM AND BANK INDONESIA NATIONAL CLEARING SYSTEM IN IMPLEMENTATION OF THE TREASURY SINGLE ACCOUNT.,FAQs Circular Letter No.10/12/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/13d1cd079d4249a499e7ed69fe9b8e65FAQsCircularLetterNo1012DASP_EN2.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 10/11/DASP - OPERATION OF THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,Circular Letter of Bank Indonesia No. 10/11/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/4e55a655024d4947b9d2609443343217se_101108.pdf
CIRCULAR LETTER OF BANK INDONESIA NO. 10/11/DASP - OPERATION OF THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/7864130243444e6894fccf3ab0d997a4Appendix.zip
CIRCULAR LETTER OF BANK INDONESIA NO. 10/11/DASP - OPERATION OF THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,FAQ - Circular Letter of Bank Indonesia No. 10/11/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/43f0d4357983427f8f80b2695cade97afaq_se_101108.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/10/DASP DATED 5 MARCH 2008 - CONCERNING TRANSACTION PROCESSING IN THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM (BI-RTGS SYSTEM) AS CONCERNS PROTECTION FOR CUSTOMERS OF BI-RTGS SYSTEM PARTICIPANTS,Circular Letter No.10/10/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/15fc5faa7ae642feaa84e22449daab87CircularLetterNo1010DASP.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/10/DASP DATED 5 MARCH 2008 - CONCERNING TRANSACTION PROCESSING IN THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM (BI-RTGS SYSTEM) AS CONCERNS PROTECTION FOR CUSTOMERS OF BI-RTGS SYSTEM PARTICIPANTS,FAQs Circular Letter No.10/10/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/db83515bbd8f42c78499765b8ebf43c1FAQsCircularLetterNo1010DASP_EN.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/10/DASP DATED 5 MARCH 2008 - CONCERNING TRANSACTION PROCESSING IN THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM (BI-RTGS SYSTEM) AS CONCERNS PROTECTION FOR CUSTOMERS OF BI-RTGS SYSTEM PARTICIPANTS,Appendix,https://www.bi.go.id/en/publikasi/peraturan/Documents/c5421ee9dd804b0badc7ec6123312ef1appendix_se_101008.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER: 10/9/DASP DATED 5 MARCH 2008 - CONCERNING PRINCIPLES FOR OPERATION AND OVERSIGHT OF THE BI-RTGS SYSTEM,Circular Letter No.10/9/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/04329be785d44626a97bbb1b102c0eb0CircularLetterNo109DASP.pdf
CIRCULAR LETTER OF BANK INDONESIA NUMBER: 10/9/DASP DATED 5 MARCH 2008 - CONCERNING PRINCIPLES FOR OPERATION AND OVERSIGHT OF THE BI-RTGS SYSTEM,FAQs Circular Letter No.10/9/DASP,https://www.bi.go.id/en/publikasi/peraturan/Documents/763e5afc368341d8827fcc42bd6346b5FAQsCircularLetterNo109DASP.pdf
BANK INDONESIA REGULATION NO. 10/7/PBI/2008 NON-BANK CORPORATE FOREIGN BORROWINGS,Non-bank Corporate Foreign Borrowings,https://www.bi.go.id/en/publikasi/peraturan/Documents/48465d1bcca2441b86789761dd8ba36apbi_100708eng.pdf
BANK INDONESIA REGULATION NO.10/6/PBI/2008 - CONCERNING THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,PBI No.10/6/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/215fc14e39694c75a73cd0a4062364b9PBI1006Gabungan.pdf
BANK INDONESIA REGULATION NO.10/6/PBI/2008 - CONCERNING THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,FAQs PBI No.10/6/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/9b49f72137794802b5ef4b2e4e04a5c4FAQsPBINo10_06_PBI_2008_EN.pdf
BANK INDONESIA REGULATION NO. 10/5/PBI/2008 - AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/6/PBI/2003 CONCERNING DOMESTIC LETTER OF CREDIT,Bank Indonesia Regulation No. 10/5/PBI/2008,https://www.bi.go.id/en/publikasi/peraturan/Documents/baa21410d17043249ddfba871c254c17PBI_100508.pdf
