title,link
BANK INDONESIA REGULATION NUMBER: 11/3/PBI/2009 - SHARIA COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_110309.aspx
BANK INDONESIA REGULATION NO.11/2/PBI/2009 - CONCERNING THE THIRD AMENDMENT OF BANK INDONESIA REGULATION NO.7/2/ PBI/2005 CONCERNING ASSET QUALITY RATING FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-12.aspx
BANK INDONESIA REGULATION NO.11/1/PBI/2009 - COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-8.aspx
CIRCULAR LETTER NUMBER 11/2/DSM - MONTHLY REPORTS OF COMMERCIAL,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_110209.aspx
"BANK INDONESIA REGULATION NO.10/39/PBI/2008 - CONCERNING SPECIAL TREATMENT ON BANKING ISSUES FOLLOWING THE NATIONAL DISASTER IN NANGGROE ACEH DARUSSALAM PROVINCE AND NIAS REGENCY, NORTH SUMATRA PROVINCE",https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-6.aspx
CIRCULAR LETTER NUMBER 10/48/DPD - TRANSACTION OF FOREIGN EXCHANGE AGAINST RUPIAH,https://www.bi.go.id/en/publikasi/peraturan/Pages/sp_104808.aspx
BANK INDONESIA REGULATION NO. 10/40/PBI/2008 - COMMERCIAL BANK MONTHLY REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_104008.aspx
CIRCULAR LETTER NUMBER 10/46/DINT - OFFSHORE LOAN OF NON BANK CORPORATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104608.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 10/44/DPM - PROCEDURES OF REPURCHASE AGREEMENT (REPO) TRANSACTIONS OF GOVERNMENT SHARIA SECURITIES (SBSN) WITH BANK INDONESIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104408.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/43/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/2/DPM DATED JANUARY 31, 2008, CONCERNING REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104308.aspx
BANK INDONESIA REGULATION NUMBER 10/36/PBI/2008 - SHARIA MONETARY OPERATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_103608.aspx
BANK INDONESIA REGULATION NO. 10/34/PBI/2008 - PURCHASE TRANSACTION OF EXPORT USANCE BILLS OF EXCHANGE,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_103408.aspx
CIRCULAR LETTER NUMBER 10/42/DPD - BUYING FOREIGN EXCHANGE AGAINST RUPIAH TO BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104208.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 10/41/DPM - CHANGE OF NAME OF GOVERNMENT ACCOUNT NUMBER 500.000003 AND NUMBER 502.000001,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104108.aspx
"BANK INDONESIA REGULATION NUMBER : 10/33/PBI/2008 CONCERNING REVOCATION AND WITHDRAWAL FROM CIRCULATION OF THE YEAR 1998 ISSUE OF BANKNOTES IN THE 10,000 (TEN THOUSAND) RUPIAH DENOMINATION, THE YEAR 1998 ISSUE OF BANKNOTES IN THE 20,000 (TWENTY THOUSAND)",https://www.bi.go.id/en/publikasi/peraturan/Pages/Kamis_11042013-5.aspx
BANK INDONESIA REGULATION NO.10/32/PBI/2008 - SHARIA BANKING COMMITTEE,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_103208.aspx
BANK INDONESIA REGULATION NO.10/31/PBI/2008 - CONCERNING EMERGENCY LIQUIDITY ASSISTANCE FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-7.aspx
"CIRCULAR LETTER NUMBER 10/40/DPM - AMENDMENT TO CIRCULAR LETTER NUMBER 10/16/DPM DATED MARCH 31, 2008, CONCERNING PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_104008.aspx
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/38/DPM - THE INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_103808.aspx
BANK INDONESIA REGULATION (PBI) NUMBER 10/29/BI/2008 - INTRADAY LIQUIDITY FACILITY FOR COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_102908.aspx
BANK INDONESIA REGULATION NO.10/30/PBI/2008 - CONCERNING CHANGE ON BANK OF INDONESIA REGULATION NO.10/26/PBI/2008 CONCERNING SHORT-TERM FINANCING FACILITY FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-11.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 10/37/DPM - GOVERNMENT BOND REVERSE REPO TRANSACTIONS WITH BANK INDONESIA IN OPEN MARKET OPERATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_103708.aspx
BANK INDONESIA REGULATION NO. 10/ 28 /PBI/2008 - THE PURCHASE OF FOREIGN CURRENCY AGAINST RUPIAH THROUGH BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_102808.aspx
BANK INDONESIA REGULATION NO.10/27/PBI/2008 - CONCERNING SECOND AMENDMENT TO BANK INDONESIA REGULATION NO.6/9/PBI/2004 REGARDING FOLLOW-UP TO THE SUPERVISION AND STIPULATION OF THE STATUS OF BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-10.aspx
BANK INDONESIA REGULATION NO. 10/22/PBI/2008 - MEETING OF NEED OF FOREIGN EXCHANGE FOR DOMESTIC COPORATION THROUGH BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_102208.aspx
BANK INDONESIA REGULATION NUMBER 10/21/PBI/2008 - FIFTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_102108.aspx
CIRCULAR LETTER NUMBER 10/32/DINT - AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 9/1/DINT DATED 15 FEBRUARY 2007 CONCERNING BANK FOREIGN BORROWINGS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_103208.aspx
BANK INDONESIA REGULATION NO. 10/20/PBI/2008 - AMENDMENT TO BANK INDONESIA REGULATION NUMBER 7/1/PBI/2005 CONCERNING BANK FOREIGN BORROWINGS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_102008.aspx
BANK INDONESIA REGULATION NUMBER 10/18/PBI/2008 CONCERNING RESTRUCTURING OF FINANCING FOR ISLAMIC BANKS AND ISLAMIC BUSINESS UNITS,https://www.bi.go.id/en/publikasi/peraturan/Pages/PBI_10_18_PBI_2008.aspx
BANK INDONESIA REGULATION NUMBER: 10/17/PBI/2008 - PRODUCT OF SHARIA BANK AND SHARIA BUSINESS UNIT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_101708.aspx
BANK INDONESIA REGULATION NO.10/15/PBI/2008 - REGARDING THE CAPITAL ADEQUACY RATIO FOR COMMERCIAL BANK,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-9.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/30/DPM - THIRD AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_103008.aspx
BANK INDONESIA REGULATION NUMBER 10/14/PBI/2008 - FOURTH AMENDMENT TO BANK INDONESIA REGULATION NUMBER 4/9/PBI/2002 CONCERNING OPEN MARKET OPERATIONS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_101408.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/29/DPM - PROCEDURES OF APPLICATION, REPORTING, AND SUPERVISION ON SUB-REGISTRY",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102908.aspx
CIRCULAR LETTER NUMBER 10/28/DPM - SECOND AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 8/13/DPM DATED 1 MAY 2006 CONCERNING THE ISSUANCE OF BANK INDONESIA CERTIFICATE THROUGH AUCTION,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102808.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 10/27/2008 - ADMINISTRATION PROCEDURES OF GOVERNMENT SHARIA SECURITIES (SBSN),https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102708.aspx
BANK INDONESIA REGULATION NUMBER 10/13/PBI/2008 - GOVERNMENT SECURITIES AUCTION AND ADMINISTRATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_101308.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/24/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 10/2/DPM DATED JANUARY 31, 2008, CONCERNING REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102408.aspx
"BANK INDONESIA CIRCULAR LETTER NUMBER 10/23/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005, CONCERNING IMPLEMENTATION OF FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102308.aspx
CIRCULAR LETTER NUMBER 10/22/DPM - SECOND AMENDMENT TO CIRCULAR LETTER OF BANK INDONESIA NUMBER 6/21/DPM DATED 26 APRIL 2004 CONCERNING THE PROCEDURE FOR PURCHASING AND/OR SELLING OF GOVERNMENT BONDS BY BANK INDONESIA IN SECONDARY MARKET IN OPEN MARKET OP,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102208.aspx
BANK INDONESIA CIRCULAR LETTER NUMBER 10/21/DPM - OPERATION OF THE BANK INDONESIA - SCRIPLESS SECURITIES SETTLEMENT SYSTEM,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_102108.aspx
"BANK INDONESIA CIRCULAR LETTER NO. 10/18/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 9/4/DPM DATED MARCH 16, 2007, CONCERNING PROCEDURES OF GOVERNMENT BOND AUCTION IN THE PRIMARY MARKET AND GOVERNMENT BOND ADMINISTRATION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101808.aspx
BANK INDONESIA CIRCULAR LETTER NO. 10/17/DPM - PROCEDURES OF REPO BANK INDONESIA SHARIA CERTIFICATE TRANSACTION WITH BANK INDONESIA,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101708.aspx
BANK INDONESIA CIRCULAR LETTER NO. 10/16/DPM - PROCEDURES OF THE ISSUANCE OF BANK INDONESIA SHARIA CERTIFICATE THROUGH AUCTION,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101608.aspx
BANK INDONESIA REGULATION NUMBER 10/11/PBI - BANK INDONESIA SHARIA CERTIFICATE,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_101108.aspx
CIRCULAR LETTER OF BANK INDONESIA NO. 10/12/DASP - CONCERNING USER FEES FOR THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM AND BANK INDONESIA NATIONAL CLEARING SYSTEM IN IMPLEMENTATION OF THE TREASURY SINGLE ACCOUNT.,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101208-1-2-1-2-1-2-1-2.aspx
CIRCULAR LETTER OF BANK INDONESIA NO. 10/11/DASP - OPERATION OF THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101108.aspx
CIRCULAR LETTER OF BANK INDONESIA NUMBER 10/10/DASP DATED 5 MARCH 2008 - CONCERNING TRANSACTION PROCESSING IN THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM (BI-RTGS SYSTEM) AS CONCERNS PROTECTION FOR CUSTOMERS OF BI-RTGS SYSTEM PARTICIPANTS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_101008.aspx
CIRCULAR LETTER OF BANK INDONESIA NUMBER: 10/9/DASP DATED 5 MARCH 2008 - CONCERNING PRINCIPLES FOR OPERATION AND OVERSIGHT OF THE BI-RTGS SYSTEM,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_100908.aspx
BANK INDONESIA REGULATION NO. 10/7/PBI/2008 NON-BANK CORPORATE FOREIGN BORROWINGS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_100708.aspx
BANK INDONESIA REGULATION NO.10/6/PBI/2008 - CONCERNING THE BANK INDONESIA REAL TIME GROSS SETTLEMENT SYSTEM,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_100608.aspx
BANK INDONESIA REGULATION NO. 10/5/PBI/2008 - AMENDMENT TO BANK INDONESIA REGULATION NUMBER 5/6/PBI/2003 CONCERNING DOMESTIC LETTER OF CREDIT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_100508.aspx
"CIRCULAR LETTER NUMBER NO. 10/5/DSM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 5/31/DSM DATED DECEMBER 1, 2003 CONCERNING MONTHLY REPORT OF SHARIA COMMERCIAL BANKS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_100508.aspx
CIRCULAR LETTER NUMBER NO. 10/3/UKMI - COMMERCIAL BANKS HEAD OFFICE REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_100308.aspx
BANK INDONESIA REGULATION NO. 10/3/PBI/2008 - COMMERCIAL BANKS HEAD OFFICE REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_100308.aspx
BANK INDONESIA REGULATION NO. 10/2/PBI/2008 CONCERNING BANK INDONESIA – SCRIPLESS SECURITIES SETTLEMENT SYSTEM,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_100208.aspx
BANK INDONESIA REGULATION NUMBER. 10/3/PBI/2008 - COMMERCIAL BANKS HEAD OFFICE REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_10308.aspx
BANK INDONESIA CIRCULAR LETTER NO. 10/2/DPM - REPURCHASE AGREEMENT TRANSACTIONS WITH BANK INDONESIA IN SECONDARY MARKET,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_100208.aspx
BANK INDONESIA REGULATION NO.10/1/PBI/2008 - CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/5/PBI/2006 REGARDING BANKING MEDIATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Selasa_19032013-5.aspx
"BANK INDONESIA CIRCULAR LETTER NO. 10/1/DPM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 8/13/DPM DATED MAY 1, 2006, CONCERNING ISSUANCE OF BANK INDONESIA CERTIFICATE UNDER AUCTION",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_100108.aspx
"CIRCULAR LETTER NUMBER NO. 9/34/DSM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO.3/14/DSM DATED JUNE 13, 2001 CONCERNING INTERNATIONAL TRANSACTION BY NON-BANK FINANCIAL INSTITUTIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_093407.aspx
CIRCULAR LETTER NO. 9/30/DPNP - RISK MANAGEMENT IN THE USE OF INFORMATION TECHNOLOGY BY COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_093007.aspx
BANK INDONESIA REGULATION NO.9/17/PBI/2007 - THE RATING SYSTEM FOR RURAL BANKSBASED ON SHARIA PRINCUPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/BIR%20No.9_17_PBI.aspx
BANK INDONESIA REGULATION NO. 9/15/PBI/2007 - IMPLEMENTATION OF RISK MANAGEMENT IN THE USE OF INFORMATION TECHNOLOGY BY COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_091507.aspx
"CIRCULAR LETTER NUMBER NO. 9/28/DSM - AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 3/13/DSM DATED JUNE 13, 2001 CONCERNING REPORTING OF INTERNATIONAL TRANSACTION BY BANKS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_092807.aspx
CIRCULAR LETTER NO. 9/24/DPBS - THE RATING SYSTEM FOR COMMERCIAL BANKS BASED ON SHARIA PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/CL_No9_24_DPbS.aspx
"BANK INDONESIA CIRCULAR LETTER NO. 9/21/DPM - SECOND AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NO. 6/7/DPM DATED FEBRUARY 16, 2004, CONCERNING SHORT-TERM FUNDING FACILITIES FOR COMMERCIAL BANKS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_092107.aspx
BANK INDONESIA REGULATION NO.9/12/PBI/2007 - CONCERNING AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/17/PBI/2006 REGARDING INCENTIVES IN THE CONTEXT OF BANK CONSOLIDATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-18.aspx
BANK INDONESIA REGULATION NO.9/9/PBI/2007 - AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/21/PBI/2006 CONCERNING THE QUALITY RATING OF ASSETS OF COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/BIR%20No.9_9_PBI_2007.aspx
BANK INDONESIA REGULATION NO. 9/7/PBI/2007 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 8/3/PBI/2006 CONCERNING CONVERSION OF BUSINESS OF CONVENTIONAL COMMERCIAL BANKS TO COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES AND ESTABLISHMENT O,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_090707.aspx
CIRCULAR LETTER NO. 9/8/DPM MUDHARABAH INTERBANK INVESTMENT CERTIFICATE,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_98.aspx
CIRCULAR LETTER NO. 9/7/DPM SHARIA INTERBANK MONEY MARKET   AND APPENDIX,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_97.aspx
BANK INDONESIA REGULATION NO. 9/5/PBI/2007 SHARIA INTERBANK MONEY MARKET,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_952007.aspx
"CIRCULAR LETTER NO. 9/6/DPM AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 8/4/DPM DATED FEBRUARY 7, 2006 CONCERNING BANK INDONESIA CERTIFICATE TRADING TRANSACTIONS UNDER REPURCHASE AGREEMENT (REPO) WITH BANK INDONESIA IN SECONDARY MARKETS  AND APPEN",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_96.aspx
"CIRCULAR LETTER NO. 9/5/DPM AMENDMENT TO BANK INDONESIA CIRCULAR LETTER NUMBER 7/1/DPM DATED JANUARY 3, 2005 CONCERNING FINE TUNE OPERATION TRANSACTIONS IN OPEN MARKET OPERATIONS",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_95.aspx
BANK INDONESIA REGULATION NO.9/4/PBI/2007 - REVOCATION OF SOME DECREES OF THE BOARD OF MANAGING DIRECTOR OF BANK INDONESIA AND BANK INDONESIA CIRCULAR LETTERS RELATED TO BANKING PRUDENTIAL PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/Rabu_20032013-17.aspx
CIRCULAR LETTER NO. 9/4/DPM PROCEDURES OF GOVERNMENT SECURITIES AUCTION IN PRIMARY MARKET AND GOVERNMENT SECURITIES ADMINISTRATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_94.aspx
BANK INDONESIA REGULATION NO. 9/3/PBI/2007 GOVERNMENT SECURITIES AUCTION AND ADMINISTRATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_932007.aspx
CIRCULAR LETTER NO. 9/3/DPM COMMERCIAL BANK DAILY REPORT AND MONEY MARKET INFORMATION CENTER CHARGES  AND APPENDIX,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_93.aspx
CIRCULAR LETTER NO. 9/2/DPM COMMERCIAL BANK DAILY REPORT AND APPENDIX,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_090207.aspx
BANK INDONESIA REGULATION NO. 9/2/PBI/2007 COMMERCIAL BANK DAILY REPORT,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_09272007.aspx
BANK INDONESIA REGULATION NO. 9/1/PBI/2007 THE RATING SYSTEM FOR COMMERCIAL BANKS BASED ON SHARIA PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_90107.aspx
CIRCULAR LETTER 8/27/DPNP PRUDENTIAL PRINCIPLES AND REPORTS IN THE APPLICATION OF CONSOLIDATED RISK MANAGEMENT FOR BANKS PERFORMING CONTROL ON SUBSIDIARY COMPANIES,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_082706.aspx
"BANK INDONESIA REGULATION NO. 8/27/PBI/2006 REVOCATION AND WITHRAWAL FROM CIRCULATION OF THE YEAR 1979 ISSUE OF COINS IN THE RP 5 DENOMINATION, THE YEAR 1991 ISSUE OF COINS IN THE RP 50 DENOMINATION AND THE YEAR 1991 ISSUE OF COINS IN THE RP 100 DENOMINAT",https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82706.aspx
CIRCULAR LETTER NO. 8/26/DPBS MINIMUM CAPITAL ADEQUACY REQUIREMENT FOR SHARIA RURAL BANKS AND APPENDIX,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_82606.aspx
BANK INDONESIA REGULATION NO. 8/26/PBI/2006 RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_082606.aspx
CIRCULAR LETTER NO. 8/24/DPBS ASSETS QUALITY RATING FOR SHARIA RURAL BANKS AND APPENDIX,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_82406.aspx
CIRCULAR LETTER NO. 8/23/DPBS CERTIFICATION AGENCY FOR SHARIA RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_82306.aspx
"CIRCULAR LETTER NO. 8/22/DPBS ASSETS QUALITY RATING FOR COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES AND APPENDIX 1, APPENDIX 2",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_82206.aspx
"CIRCULAR LETTER NO. 8/21/DINT REVOCATION OF BANK INDONESIA CIRCULARS IN CONNECTION WITH STANDARD PRICES OF EXPORT GOODS, SECURITY FACILITIES AND INTERNATIONAL TRADE FINANCING, SALES AND PURCHASES OF FOREIGN EXCHANGES RESULTING FROM EXPORTS AND CREDIT CER",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_082106.aspx
CIRCULAR LETTER NO. 8/20/DASP FEES FOR THE USE OF BANK INDONESIA REAL TIME GROSS SETTLEMENT,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_082006.aspx
BANK INDONESIA REGULATION NO. 8/25/PBI/2006 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 6/17/PBI/2004 CONCERNING SHARIA RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82506.aspx
BANK INDONESIA REGULATION NO. 8/24/PBI/2006 ASSETS QUALITY RATING FOR SHARIA RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82406.aspx
BANK INDONESIA REGULATION NO. 8/23/PBI/2006 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 6/21/PBI/2004 CONCERNING STATUTORY RESERVES IN RUPIAH AND FOREIGN CURRENCY FOR COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82306.aspx
BANK INDONESIA REGULATION NO. 8/22/PBI/2006 MINIMUM CAPITAL ADEQUACY REQUIREMENT OF SHARIA RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82206.aspx
BANK INDONESIA REGULATION NO. 8/21/PBI/2006 THE QUALITY RATING OF ASSETS OF COMMERCIAL BANKS CONDUCTING BUSINESS BASED ON SHARIA PRINCIPLES,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_082106.aspx
BANK INDONESIA REGULATION NO. 8/20/PBI/2006 TRANSPARENCY OF FINANCIAL CONDITION OF RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_82006_eng.aspx
BANK INDONESIA REGULATION NO. 8/19/PBI/2006 EARNING ASSETS QUALITY AND ALLOWANCE FOR EARNING ASSETS LOSSES FOR RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81906_eng.aspx
BANK INDONESIA REGULATION NO. 8/18/PBI/2006 THE MINIMUM CAPITAL ADEQUACY REQUIREMENT FOR RURAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81806_eng.aspx
BANK INDONESIA REGULATION NO. 8/17/PBI/2006 INCENTIVES IN THE FRAMEWORK OF BANK CONSOLIDATION,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81706_eng.aspx
BANK INDONESIA REGULATION NO. 8/16/PBI/2006 THE SINGLE PRESENCE POLICY IN INDONESIAN BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81606_eng.aspx
BANK INDONESIA REGULATION NO. 8/15/PBI/2006 SPECIAL TREATMENT ON BANK CREDIT FOR CERTAIN AREAS IN INDONESIA HIT BY NATURAL DISASTER,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81506_eng.aspx
BANK INDONESIA REGULATION NO. 8/14/PBI/2006 AMENDMENT TO REGULATION OF BANK INDONESIA NUMBER 8/4/PBI/2006 REGARDING IMPLEMENTATION OF GOOD CORPORATE GOVERNANCE FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81406_eng.aspx
BANK INDONESIA REGULATION NO. 8/13/PBI/2006 AMENDMENT TO BANK INDONESIA REGULATION NUMBER 7/3/PBI/2005 CONCERNING THE LEGAL LENDING LIMIT FOR COMMERCIAL BANKS,https://www.bi.go.id/en/publikasi/peraturan/Pages/pbi_81306_eng.aspx
BANK INDONESIA CIRCULAR LETTER NO. 8/19/DPBS SHARIA SUPERVISION AND SUPERVISION FINDING REPORT GUIDELINES FOR SHARIA SUPERVISORY BOARD,https://www.bi.go.id/en/publikasi/peraturan/Pages/se_81906.aspx
"CIRCULAR LETTER NO. 8/18/DASP AMENDMENT ON THE CIRCULAR LETTER OF BANK INDONESIA NO. 7/60/DASP DATED DECEMBER 30, 2005 REGARDING CUSTOMER PROTECTION AND PRUDENTIAL PRINCIPLES AND IMPROVEMENT OF SECURITY IN OPERATING CARD BASED PAYMENT INSTRUMENT ACTIVITI",https://www.bi.go.id/en/publikasi/peraturan/Pages/se_81806_eng.aspx
